sample_idx,image_id,iou,prediction,pred_boxes,gt_boxes
13,0072417159152_2,0.3162606489044227,"nutrition-table<box>(119,382),(556,918)</box>","[[0.119, 0.382, 0.556, 0.918]]","[[0.38945814967155457, 0.12035106122493744, 0.920936107635498, 0.5695050358772278], [0.4714052379131317, 0.9252451062202454, 0.7589869499206543, 1.0], [0.9230769276618958, 0.2405594438314438, 1.0, 0.5277389287948608]]"
14,3250390768296_4,0.2230494893735917,"nutrition-table<box>(836,488),(900,673)></box>","[[0.836, 0.488, 0.9, 0.673]]","[[0.5320000052452087, 0.8619999885559082, 0.653333306312561, 0.9035000205039978], [0.6473333239555359, 0.8604999780654907, 0.6800000071525574, 0.8934999704360962]]"
15,0071479000013_3,0.5838570240401867,"nutrition-table<box>(152,473),(853,874)</box>","[[0.152, 0.473, 0.853, 0.874]]","[[0.46631360054016113, 0.16328157484531403, 0.8867363929748535, 0.5844765901565552]]"
16,0011225033674_1,0.733920025873561,"nutrition-table<box>(0,219),(1000,765)</box>","[[0.0, 0.219, 1.0, 0.765]]","[[0.24183006584644318, 0.00413223123177886, 0.6684964895248413, 0.9433210492134094]]"
17,7610700946053_2,0.1917914716123307,"nutrition-table<box>(265,492),(983,911)","[[0.265, 0.492, 0.983, 0.911]]","[[0.7250000238418579, 0.2754901945590973, 0.8102940917015076, 0.9519608020782471]]"
18,0064100108219_3,0.47024309320960606,"nutrition-table<box>(125,137),(687,999)</box>","[[0.125, 0.137, 0.687, 0.999]]","[[0.13878469169139862, 0.17900000512599945, 0.6204050779342651, 0.6520000100135803]]"
19,0073416006102_2,0.7084864937218198,"nutrition-table<box>(238,219),(578,638)>

nutrition-table<box>(609,344),(796,544)>

nutrition-table<box>(148,414),(238,578)>

nutrition-table<box>(750,390),(847,537)>

nutrition-table<box>(125,570),(244,854)>

nutrition-table<box>(609,556),(1000,","[[0.238, 0.219, 0.578, 0.638], [0.609, 0.344, 0.796, 0.544], [0.148, 0.414, 0.238, 0.578], [0.75, 0.39, 0.847, 0.537], [0.125, 0.57, 0.244, 0.854]]","[[0.2250562608242035, 0.2705000042915344, 0.5592648386955261, 0.5724999904632568]]"
20,26058450_2,0.6016920000000001,"nutrition-table<box>(0,196),(988,805)</box>","[[0.0, 0.196, 0.988, 0.805]]","[[0.0, 0.0, 1.0, 1.0]]"
21,27429464_2,0.42368635645414826,"nutrition-table<box>(152,520),(848,918)</box>","[[0.152, 0.52, 0.848, 0.918]]","[[0.5258487462997437, 0.17219632863998413, 0.9063465595245361, 0.4806462228298187]]"
22,26052656_1,0.0,"nutrition-table<box>(301,219),(680,305)</box>","[[0.301, 0.219, 0.68, 0.305]]","[[0.7760900259017944, 0.11100000143051147, 0.8101266026496887, 0.15700000524520874]]"
23,26036120_5,0.9275574200792691,"nutrition-table<box>(25,33),(971,753)","[[0.025, 0.033, 0.971, 0.753]]","[[0.0, 0.01923076994717121, 0.7484999895095825, 0.9884615540504456]]"
24,0042272005420_2,0.9794242747995976,"nutrition-table<box>(11,46),(983,943)","[[0.011, 0.046, 0.983, 0.943]]","[[0.04528439790010452, 0.010638297535479069, 0.949276864528656, 0.9953815937042236]]"
25,26191225_2,0.9490822438791672,"nutrition-table<box>(46,105),(871,641)</box>","[[0.046, 0.105, 0.871, 0.641]]","[[0.09071678668260574, 0.035555556416511536, 0.6459755301475525, 0.874666690826416]]"
26,3250391868322_1,0.052932856872719335,"nutrition-table<box>(60,234),(999,477)</box>","[[0.06, 0.234, 0.999, 0.477]]","[[0.41140130162239075, 0.08299999684095383, 0.4372367262840271, 0.5504999756813049]]"
27,3222472951582_1,0.1823731008170148,"nutrition-table<box>(156,355),(855,887)</box>","[[0.156, 0.355, 0.855, 0.887]]","[[0.4035947620868683, 0.15716911852359772, 0.5028594732284546, 0.8403798937797546]]"
28,0028400160148_3,0.5190140299262906,"nutrition-table<box>(265,82),(686,918)>","[[0.265, 0.082, 0.686, 0.918]]","[[0.07842205464839935, 0.26057693362236023, 0.5247148275375366, 0.6942307949066162]]"
29,50172436_2,0.8117517579137401,"nutrition-table<box>(207,531),(766,836)","[[0.207, 0.531, 0.766, 0.836]]","[[0.5185453295707703, 0.2475000023841858, 0.8144303560256958, 0.7538642883300781]]"
30,3564700435106_1,0.9103773408033008,"nutrition-table<box>(36,480),(762,785)</box>","[[0.036, 0.48, 0.762, 0.785]]","[[0.45500001311302185, 0.03333333507180214, 0.7839999794960022, 0.7680000066757202]]"
31,0070852000527_3,0.6247402281131443,"nutrition-table<box>(274,299),(723,687)</box>","[[0.274, 0.299, 0.723, 0.687]]","[[0.30067017674446106, 0.2668306231498718, 0.6809813380241394, 0.5646584630012512]]"
32,0074333375531_2,0.4188867926970138,"nutrition-table<box>(310,25),(820,912)</box>","[[0.31, 0.025, 0.82, 0.912]]","[[0.01549999974668026, 0.3271111249923706, 0.42129722237586975, 0.8428096771240234]]"
33,0024138012322_3,0.5914841693325231,"nutrition-table<box>(207,156),(792,983)</box>","[[0.207, 0.156, 0.792, 0.983]]","[[0.2523888945579529, 0.22534170746803284, 0.7603698968887329, 0.7976398468017578]]"
34,0028400071345_2,0.5457625881566316,"nutrition-table<box>(100,306),(863,754)</box>","[[0.1, 0.306, 0.863, 0.754]]","[[0.3015168607234955, 0.41604506969451904, 0.730426013469696, 0.8717617392539978]]"
35,0041449003153_2,0.2385240910256038,"nutrition-table<box>(60,226),(878,910)</box>","[[0.06, 0.226, 0.878, 0.91]]","[[0.05151815712451935, 0.1816302090883255, 0.493232786655426, 0.7731568813323975]]"
36,20720162_2,0.9561829533474054,"nutrition-table<box>(228,137),(730,762)</box>","[[0.228, 0.137, 0.73, 0.762]]","[[0.12224264442920685, 0.22811885178089142, 0.7647966742515564, 0.7385438084602356]]"
37,3700003780349_1,0.12905857205117952,"nutrition-table<box>(66,453),(895,887)","[[0.066, 0.453, 0.895, 0.887]]","[[0.729903519153595, 0.18820860981941223, 0.8062701225280762, 0.7962422966957092]]"
38,0037600106252_4,0.7170598486239927,"nutrition-table<box>(242,226),(527,793)</box>","[[0.242, 0.226, 0.527, 0.793]]","[[0.24952471256256104, 0.24551281332969666, 0.6686172485351562, 0.5339743494987488]]"
39,0070970471254_2,0.10879746728510034,"nutrition-table<box>(152,156),(816,848)</box>","[[0.152, 0.156, 0.816, 0.848]]","[[0.48591768741607666, 0.3756026327610016, 0.6485020518302917, 0.7986351251602173], [0.2554838955402374, 0.15960527956485748, 0.4497726559638977, 0.3202105164527893]]"
40,01575118_2,0.15992027555585475,"nutrition-table<box>(125,291),(777,887)","[[0.125, 0.291, 0.777, 0.887]]","[[0.31554079055786133, 0.3503975570201874, 0.636206328868866, 0.544193685054779]]"
41,0016000264694_1,0.5130033687710064,"nutrition-table<box>(25,299),(999,738)</box>","[[0.025, 0.299, 0.999, 0.738]]","[[0.3866666555404663, 0.023499999195337296, 0.6819999814033508, 0.7684999704360962]]"
42,0021000653218_1,0.29108911575295215,"nutrition-table<box>(242,125),(742,958)</box>","[[0.242, 0.125, 0.742, 0.958]]","[[0.023000000044703484, 0.12087912112474442, 0.4505000114440918, 0.8351648449897766]]"
43,20840822_1,0.5182800823693847,"nutrition-table<box>(39,492),(820,742)","[[0.039, 0.492, 0.82, 0.742]]","[[0.46799999475479126, 0.03911111131310463, 0.7335000038146973, 0.48088890314102173]]"
44,0011156054502_2,0.844124526321212,"nutrition-table<box>(92,62),(863,741)</box>","[[0.092, 0.062, 0.863, 0.741]]","[[0.05943627282977104, 0.09191176295280457, 0.639399528503418, 0.8602941036224365]]"
45,0016000275348_2,0.2877375664576919,"nutrition-table<box>(375,50),(709,970)</box>","[[0.375, 0.05, 0.709, 0.97]]","[[0.057999998331069946, 0.3964444398880005, 0.36500000953674316, 0.6844444274902344]]"
46,0046100001639_2,0.579146823080892,"nutrition-table<box>(336,174),(741,716)</box>","[[0.336, 0.174, 0.741, 0.716]]","[[0.20350150763988495, 0.3102409541606903, 0.5343173146247864, 0.7510040402412415]]"
47,0018627703211_3,0.44916292273171105,"nutrition-table<box>(40,212),(622,687)</box>","[[0.04, 0.212, 0.622, 0.687]]","[[0.1816176474094391, 0.03614457696676254, 0.5360293984413147, 0.9728915691375732]]"
48,0073007107140_1,0.7590087681146005,"nutrition-table<box>(510,457),(756,730)</box>","[[0.51, 0.457, 0.756, 0.73]]","[[0.46031367778778076, 0.5147435665130615, 0.677281379699707, 0.7496795058250427]]"
49,0036200013694_2,0.7975298116572743,"nutrition-table<box>(359,362),(638,831)>","[[0.359, 0.362, 0.638, 0.831]]","[[0.3607959449291229, 0.360897421836853, 0.7608770132064819, 0.6565102338790894]]"
50,26191218_2,0.9526648728789123,"nutrition-table<box>(68,162),(852,664)</box>","[[0.068, 0.162, 0.852, 0.664]]","[[0.14920978248119354, 0.07199999690055847, 0.6732797026634216, 0.8524444699287415]]"
51,20574369_2,0.2708614818869228,"nutrition-table<box>(500,590),(970,937)</box>","[[0.5, 0.59, 0.97, 0.937]]","[[0.621874988079071, 0.510937511920929, 0.7515624761581421, 0.8515625]]"
52,26167932_4,0.9614018868188705,"nutrition-table<box>(11,11),(982,987)</box>","[[0.011, 0.011, 0.982, 0.987]]","[[0.0, 0.006267217453569174, 1.0, 0.9920110702514648]]"
53,0049000027624_2,0.8268141350382998,"nutrition-table<box>(39,137),(870,859)","[[0.039, 0.137, 0.87, 0.859]]","[[0.15746968984603882, 0.032596733421087265, 0.8628473281860352, 0.7546992897987366]]"
54,20574444_2,0.891753843442938,"nutrition-table<box>(359,398),(745,757)</box>","[[0.359, 0.398, 0.745, 0.757]]","[[0.41580578684806824, 0.35300925374031067, 0.7702952027320862, 0.7399691343307495]]"
55,0038000787270_2,0.4482372983549887,"nutrition-table<box>(207,62),(626,999)</box>","[[0.207, 0.062, 0.626, 0.999]]","[[0.06741566956043243, 0.24387255311012268, 0.5821078419685364, 0.5857843160629272]]"
56,0027400264993_1,0.7543008354512648,"nutrition-table<box>(168,351),(424,701)</box>","[[0.168, 0.351, 0.424, 0.701]]","[[0.35503801703453064, 0.16634614765644073, 0.6297528743743896, 0.4355769157409668]]"
57,2407968021654_2,0.1914098563011136,"nutrition-table<box>(92,306),(859,597)</box>","[[0.092, 0.306, 0.859, 0.597]]","[[0.3204118609428406, 0.0774463638663292, 0.38370683789253235, 0.7697540521621704]]"
58,0014054030715_2,0.6244849524909586,"nutrition-table<box>(160,109),(738,931)","[[0.16, 0.109, 0.738, 0.931]]","[[0.14966242015361786, 0.16899999976158142, 0.6725431084632874, 0.7404999732971191]]"
59,50300853_1,0.15363847881315748,"nutrition-table<box>(308,605),(720,867)</box>","[[0.308, 0.605, 0.72, 0.867]]","[[0.7121913433074951, 0.3539094626903534, 0.8391203880310059, 0.48456791043281555]]"
60,3250391868322_6,0.11690967046518619,"nutrition-table<box>(24,359),(999,629)</box>","[[0.024, 0.359, 0.999, 0.629]]","[[0.5, 0.06170421093702316, 0.5404411554336548, 0.8227227926254272]]"
61,3410280003832_1,0.6616259386723002,"nutrition-table<box>(93,500),(896,828)</box>","[[0.093, 0.5, 0.896, 0.828]]","[[0.5094801187515259, 0.11177248507738113, 0.8070336580276489, 0.6974206566810608]]"
62,3230140005024_3,0.9009663659710926,"nutrition-table<box>(189,406),(756,701)</box>","[[0.189, 0.406, 0.756, 0.701]]","[[0.4107142984867096, 0.16732804477214813, 0.6870039701461792, 0.7539682388305664]]"
63,26067674_3,0.7957275969852895,"nutrition-table<box>(451,62),(820,617)</box>","[[0.451, 0.062, 0.82, 0.617]]","[[0.031111111864447594, 0.44798529148101807, 0.6382222175598145, 0.8719080686569214]]"
64,20719159_3,0.43278048776068234,"nutrition-table<box>(180,202),(820,612)</box>","[[0.18, 0.202, 0.82, 0.612]]","[[0.2043779045343399, 0.17728757858276367, 0.5629383325576782, 0.8157680034637451], [0.516237735748291, 0.2953431308269501, 0.5177696347236633, 0.2977941036224365]]"
65,0034000123803_7,0.6157403610752538,"nutrition-table<box>(328,234),(785,609)>","[[0.328, 0.234, 0.785, 0.609]]","[[0.239103764295578, 0.3148764371871948, 0.5220443606376648, 0.709030032157898]]"
66,3222473615476_3,0.5709808284924077,"nutrition-table<box>(63,265),(932,687)</box>","[[0.063, 0.265, 0.932, 0.687]]","[[0.3479999899864197, 0.05849999934434891, 0.5920000076293945, 0.9465000033378601]]"
67,0067312002832_4,0.32828072255970553,"nutrition-table<box>(14,25),(961,946)","[[0.014, 0.025, 0.961, 0.946]]","[[0.14090019464492798, 0.019179893657565117, 0.7899543642997742, 0.460317462682724]]"
68,26015637_2,0.9786868851263298,"nutrition-table<box>(152,234),(999,832)","[[0.152, 0.234, 0.999, 0.832]]","[[0.2360703945159912, 0.1394922137260437, 0.8331181406974792, 0.9976447820663452]]"
69,0025616102504_2,0.94270580790178,"nutrition-table<box>(74,281),(770,831)>","[[0.074, 0.281, 0.77, 0.831]]","[[0.28700000047683716, 0.07999999821186066, 0.8462552428245544, 0.7786666750907898]]"
70,20551926_2,0.6052658716293592,"nutrition-table<box>(150,265),(810,887)</box>","[[0.15, 0.265, 0.81, 0.887]]","[[0.19184359908103943, 0.16299019753932953, 0.6960784196853638, 0.8158625364303589]]"
71,0054800010080_3,0.33212678457138123,"nutrition-table<box>(312,0),(678,984)","[[0.312, 0.0, 0.678, 0.984]]","[[0.03174273297190666, 0.3341214060783386, 0.43686118721961975, 0.6293769478797913]]"
72,20117795_2,0.7906395544042272,"nutrition-table<box>(36,137),(944,955)","[[0.036, 0.137, 0.944, 0.955]]","[[0.014370867051184177, 0.020783649757504463, 0.9051470756530762, 0.9603039622306824]]"
73,0043647020017_2,0.3900643012731433,"nutrition-table<box>(188,578),(789,730)</box>","[[0.188, 0.578, 0.789, 0.73]]","[[0.5898919701576233, 0.3369341492652893, 0.7218364477157593, 0.6069958806037903]]"
74,0043646210389_1,0.4175880803761697,"nutrition-table<box>(265,516),(675,835)","[[0.265, 0.516, 0.675, 0.835]]","[[0.5187737345695496, 0.2669871747493744, 0.6535171270370483, 0.6814102530479431]]"
75,26117959_7,0.9281499999999999,"nutrition-table<box>(11,37),(988,987)</box>","[[0.011, 0.037, 0.988, 0.987]]","[[0.0, 0.0, 1.0, 1.0]]"
76,20165079_2,0.6634768305397066,"nutrition-table<box>(44,78),(905,676)</box>","[[0.044, 0.078, 0.905, 0.676]]","[[0.07595425099134445, 0.050245098769664764, 0.47956517338752747, 0.903825581073761]]"
77,24632621_4,0.8321505582666672,"nutrition-table<box>(50,312),(969,796)</box>","[[0.05, 0.312, 0.969, 0.796]]","[[0.3177083432674408, 0.04616013169288635, 0.7254902124404907, 0.9787581562995911]]"
78,9300601250240_2,0.46686820293833514,"nutrition-table<box>(100,242),(836,937)</box>","[[0.1, 0.242, 0.836, 0.937]]","[[0.46050000190734863, 0.10222221910953522, 0.8044999837875366, 0.7964444160461426]]"
79,20674540_2,0.8281764017766452,"nutrition-table<box>(291,630),(934,848)","[[0.291, 0.63, 0.934, 0.848]]","[[0.6319128274917603, 0.38799232244491577, 0.8463024497032166, 0.939460813999176]]"
80,0072878515276_2,0.5769712468172737,"nutrition-table<box>(312,406),(625,801)</box>","[[0.312, 0.406, 0.625, 0.801]]","[[0.43797528743743896, 0.3759615421295166, 0.7365557551383972, 0.6425546407699585]]"
81,3250390023777_3,0.9777259576570736,"nutrition-table<box>(0,219),(1000,934)></box>","[[0.0, 0.219, 1.0, 0.934]]","[[0.22800925374031067, 0.0, 0.9270833134651184, 1.0]]"
82,0037466016450_2,0.3479061462805585,"nutrition-table<box>(207,421),(500,855)","[[0.207, 0.421, 0.5, 0.855]]","[[0.4325000047683716, 0.2275555580854416, 0.6340000033378601, 0.4471110999584198]]"
83,3068320112893_9,0.950673138914553,"nutrition-table<box>(17,17),(982,982)","[[0.017, 0.017, 0.982, 0.982]]","[[0.0024999999441206455, 0.011435105465352535, 0.9933735132217407, 1.0]]"
84,93300292_2,0.2731466082984376,"nutrition-table<box>(453,578),(820,999)</box>","[[0.453, 0.578, 0.82, 0.999]]","[[0.5264295339584351, 0.4570499658584595, 0.9673084020614624, 0.6907740235328674], [0.1290082037448883, 0.1328859031200409, 0.30797910690307617, 0.2604026794433594]]"
85,2000000033325_2,0.8922110204875935,"nutrition-table<box>(0,0),(1000,1000)</box>","[[0.0, 0.0, 1.0, 1.0]]","[[0.060150377452373505, 0.005859375, 0.9774436354637146, 0.978515625]]"
86,00854252_6,0.542841377187768,"nutrition-table<box>(197,293),(719,781)>","[[0.197, 0.293, 0.719, 0.781]]","[[0.3218750059604645, 0.21458333730697632, 0.598437488079071, 0.7145833373069763]]"
87,01642582_1,0.41101820937864864,"nutrition-table<box>(88,624),(556,934)</box>","[[0.088, 0.624, 0.556, 0.934]]","[[0.6230000257492065, 0.08733333647251129, 0.7590000033378601, 0.531333327293396]]"
88,0014100074120_2,0.6341191606318011,"nutrition-table<box>(350,219),(689,703)>","[[0.35, 0.219, 0.689, 0.703]]","[[0.22267110645771027, 0.3480769097805023, 0.535646378993988, 0.6836538314819336]]"
89,0038000316104_4,0.6061937250043838,"nutrition-table<box>(74,62),(557,887)</box>","[[0.074, 0.062, 0.557, 0.887]]","[[0.0632440447807312, 0.0763888880610466, 0.5659722089767456, 0.5572090148925781]]"
90,0021000419074_1,0.40981412076229573,"nutrition-table<box>(131,222),(875,473)","[[0.131, 0.222, 0.875, 0.473]]","[[0.2384081333875656, 0.13628517091274261, 0.4574841558933258, 0.485617458820343]]"
91,3250390768296_3,0.8622195896756755,"nutrition-table<box>(119,265),(910,926)</box>","[[0.119, 0.265, 0.91, 0.926]]","[[0.27666667103767395, 0.11349999904632568, 0.8579999804496765, 0.9225000143051147]]"
92,20298302_2,0.8002772109423394,"nutrition-table<box>(572,81),(935,730)</box>","[[0.572, 0.081, 0.935, 0.73]]","[[0.06714178621768951, 0.5540000200271606, 0.6339635848999023, 0.9350000023841858]]"
93,3284230002240_2,0.9428933281331998,"nutrition-table<box>(328,250),(660,867)</box>","[[0.328, 0.25, 0.66, 0.867]]","[[0.2486666738986969, 0.3230000138282776, 0.862666666507721, 0.671999990940094]]"
94,26155432_2,0.9504474557000223,"nutrition-table<box>(60,184),(969,874)>","[[0.06, 0.184, 0.969, 0.874]]","[[0.19139093160629272, 0.038288287818431854, 0.8775720000267029, 0.9799103736877441]]"
95,3350031653285_1,0.018918774093239027,"nutrition-table<box>(180,500),(529,861)","[[0.18, 0.5, 0.529, 0.861]]","[[0.5721026659011841, 0.5158762335777283, 0.8694701194763184, 0.7788762450218201]]"
96,0072869110138_3,0.8149425396880516,"nutrition-table<box>(170,92),(859,999)</box>","[[0.17, 0.092, 0.859, 0.999]]","[[0.08718752861022949, 0.16850000619888306, 0.8409979939460754, 0.8641433715820312]]"
97,20520090_2,0.2578599815155342,"nutrition-table<box>(39,102),(914,999)</box>","[[0.039, 0.102, 0.914, 0.999]]","[[0.3532475531101227, 0.05269607901573181, 0.6017156839370728, 0.8672385811805725]]"
98,20608668_3,0.7849344879139467,"nutrition-table<box>(10,158),(902,766)</box>","[[0.01, 0.158, 0.902, 0.766]]","[[0.21291649341583252, 0.0017585356254130602, 0.6949986815452576, 0.8995097875595093]]"
99,0041498000028_3,0.6384699054578576,"nutrition-table<box>(299,174),(725,812)>","[[0.299, 0.174, 0.725, 0.812]]","[[0.18734177947044373, 0.31049999594688416, 0.6081024408340454, 0.7229160666465759]]"
100,0052159000073_2,0.5961423696954633,"nutrition-table<box>(10,162),(977,637)","[[0.01, 0.162, 0.977, 0.637]]","[[0.15744875371456146, 0.37944740056991577, 0.65906822681427, 0.9787784814834595]]"
101,0063667090067_4,0.64833533492427,"nutrition-table<box>(146,178),(879,827)>","[[0.146, 0.178, 0.879, 0.827]]","[[0.17800000309944153, 0.12345679104328156, 0.6154999732971191, 0.8996913433074951]]"
102,0021130079278_2,0.583020231220892,"nutrition-table<box>(270,546),(695,847)</box>","[[0.27, 0.546, 0.695, 0.847]]","[[0.5377851724624634, 0.26346153020858765, 0.7295671105384827, 0.7009615302085876]]"
103,26101989_3,0.9635059561495748,"nutrition-table<box>(21,21),(982,962)","[[0.021, 0.021, 0.982, 0.962]]","[[0.013437837362289429, 0.017672644928097725, 0.968875527381897, 1.0]]"
104,0016000106406_2,0.4993520399224459,"nutrition-table<box>(344,1),(715,534)","[[0.344, 0.001, 0.715, 0.534]]","[[0.0, 0.3381410241127014, 0.2751901149749756, 0.7294871807098389]]"
105,20472313_2,0.9170805542376215,"nutrition-table<box>(180,375),(738,605)</box>","[[0.18, 0.375, 0.738, 0.605]]","[[0.3715277910232544, 0.1964745968580246, 0.6065305471420288, 0.7186210751533508]]"
106,0016000442825_4,0.9148937563860183,"nutrition-table<box>(37,130),(874,970)</box>","[[0.037, 0.13, 0.874, 0.97]]","[[0.16053812205791473, 0.016534391790628433, 0.9937219619750977, 0.8746693134307861]]"
107,20889869_2,0.7330479575540817,"nutrition-table<box>(48,164),(418,837)","[[0.048, 0.164, 0.418, 0.837]]","[[0.13778795301914215, 0.034971319139003754, 0.7322016954421997, 0.45222246646881104]]"
108,26212630_6,0.7698807263012458,"nutrition-table<box>(0,0),(1000,1000)</box>","[[0.0, 0.0, 1.0, 1.0]]","[[0.006224066484719515, 0.0, 0.7831950187683105, 0.9908745288848877]]"
109,3596710458455_7,0.30283513499467735,"nutrition-table<box>(38,519),(772,863)","[[0.038, 0.519, 0.772, 0.863]]","[[0.6207837462425232, 0.2430555522441864, 0.84995037317276, 0.5767195820808411]]"
110,22000279_5,0.9603497127239372,"nutrition-table<box>(12,11),(992,988)</box>","[[0.012, 0.011, 0.992, 0.988]]","[[0.0, 0.003009021282196045, 1.0, 1.0]]"
111,8480000342096_3,0.5052497199339949,"nutrition-table<box>(111,278),(806,789)</box>","[[0.111, 0.278, 0.806, 0.789]]","[[0.34389856457710266, 0.2733530104160309, 0.6901743412017822, 0.7915437817573547]]"
112,0030000059708_1,0.7948362789084303,"nutrition-table<box>(131,331),(850,501)</box>","[[0.131, 0.331, 0.85, 0.501]]","[[0.33829066157341003, 0.13085676729679108, 0.47364458441734314, 0.8514056205749512]]"
113,3257984581972_1,0.4958651098010415,"nutrition-table<box>(93,219),(469,710)</box>","[[0.093, 0.219, 0.469, 0.71]]","[[0.3563057780265808, 0.09330323338508606, 0.6006269454956055, 0.4710308611392975]]"
114,0070177067731_2,0.9206224344866333,"nutrition-table<box>(410,687),(981,937)</box>","[[0.41, 0.687, 0.981, 0.937]]","[[0.6883484125137329, 0.4050000011920929, 0.9242081642150879, 0.9909999966621399]]"
115,0058449771807_2,0.6012737487308764,"nutrition-table<box>(82,30),(939,943)>","[[0.082, 0.03, 0.939, 0.943]]","[[0.025647882372140884, 0.07107843458652496, 0.6154565811157227, 0.8958333134651184]]"
116,9300601462889_2,0.4024266898824678,"nutrition-table<box>(66,62),(653,937)</box>","[[0.066, 0.062, 0.653, 0.937]]","[[0.0533333420753479, 0.05299999937415123, 0.9414469003677368, 0.3089999854564667]]"
117,0073141152327_2,0.3282436670968862,"nutrition-table<box>(66,206),(673,866)>","[[0.066, 0.206, 0.673, 0.866]]","[[0.22157806158065796, 0.25514477491378784, 0.5365731716156006, 0.674173891544342]]"
118,0071962226104_3,0.6241139855652025,"nutrition-table<box>(170,320),(999,848)</box>","[[0.17, 0.32, 0.999, 0.848]]","[[0.343413770198822, 0.17637762427330017, 0.8466305136680603, 0.719249427318573]]"
119,0039000081047_4,0.8020849213598564,"nutrition-table<box>(228,250),(762,730)</box>","[[0.228, 0.25, 0.762, 0.73]]","[[0.2526378035545349, 0.218901127576828, 0.6482843160629272, 0.7708150148391724]]"
120,26209142_6,0.7930075005603288,"nutrition-table<box>(19,187),(906,987)</box>","[[0.019, 0.187, 0.906, 0.987]]","[[0.0005201268941164017, 0.010787504725158215, 1.0, 0.9060744643211365]]"
121,20511586_3,0.8195100360495421,"nutrition-table<box>(207,0),(656,1000)</box>","[[0.207, 0.0, 0.656, 1.0]]","[[0.004195264540612698, 0.22004060447216034, 0.921162486076355, 0.6213199496269226]]"
122,0071921377601_1,0.5477060951543891,"nutrition-table<box>(82,137),(357,812)","[[0.082, 0.137, 0.357, 0.812]]","[[0.14981617033481598, 0.08700980246067047, 0.5306234955787659, 0.3624959886074066]]"
